Time,imu0_ax,imu0_ay,imu0_az,imu1_ax,imu1_ay,imu1_az,imu2_ax,imu2_ay,imu2_az,imu3_ax,imu3_ay,imu3_az,Gesture
4,20,-20,11.57,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Forward
5,20,-20,14.12,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Forward
6,20,-20,16.66,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Forward
7,20,-20,19.21,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Forward
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Forward
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Forward
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Forward
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Forward
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Forward
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Forward
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Forward
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Forward
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Forward
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Forward
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Forward
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Forward
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Forward
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Forward
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Forward
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Forward
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Forward
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Forward
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Forward
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Forward
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Forward
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Forward
30,13.64,-5.32,1.99,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Forward
31,20,-9.21,4.54,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Forward
32,20,-13.1,7.09,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Forward
33,20,-16.99,9.63,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Forward
34,20,-20,12.18,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Forward
35,20,-20,14.73,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Forward
36,20,-20,17.28,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Forward
37,20,-20,19.82,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Forward
38,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Forward
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Forward
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Forward
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Forward
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Forward
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Forward
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Forward
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Forward
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Forward
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Forward
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Forward
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Forward
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Forward
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Forward
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Forward
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Forward
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Forward
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Forward
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Forward
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Forward
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Forward
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Forward
0,6.16,-4.1,3.98,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Left
1,13.97,-7.99,6.53,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Left
2,20,-11.88,9.08,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Left
3,20,-15.76,11.63,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Left
4,20,-19.65,14.17,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Left
5,20,-20,16.72,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Left
6,20,-20,19.27,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Left
7,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Left
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Left
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Left
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Left
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Left
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Left
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Left
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Left
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Left
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Left
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Left
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Left
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Left
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Left
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Left
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Left
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Left
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Left
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Left
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Left
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Left
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Left
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Left
30,6.71,-7.78,4.93,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Left
31,14.53,-11.66,7.48,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Left
32,20,-15.55,10.03,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Left
33,20,-19.44,12.57,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Left
34,20,-20,15.12,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Left
35,20,-20,17.67,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Left
36,20,-20,20,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Left
37,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Left
38,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Left
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Left
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Left
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Left
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Left
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Left
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Left
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Left
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Left
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Left
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Left
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Left
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Left
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Left
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Left
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Left
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Left
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Left
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Left
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Left
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Left
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Left
0,5.43,-6.83,4.94,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Right
1,13.24,-10.72,7.49,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Right
2,20,-14.61,10.04,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Right
3,20,-18.5,12.58,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Right
4,20,-20,15.13,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Right
5,20,-20,17.68,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Right
6,20,-20,20,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Right
7,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Right
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Right
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Right
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Right
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Right
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Right
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Right
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Right
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Right
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Right
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Right
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Right
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Right
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Right
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Right
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Right
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Right
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Right
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Right
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Right
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Right
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Right
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Right
30,5.84,-7.74,4.48,9.57,-5.61,0.33,18.65,-1.39,0.01,20,0,2.51,Right
31,13.65,-11.63,7.02,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.07,3.82,Right
32,20,-15.51,9.57,20,-16.82,0.98,20,-4.17,0.04,20,-0.15,5.13,Right
33,20,-19.4,12.12,20,-20,1.3,20,-5.55,0.06,20,-0.23,6.44,Right
34,20,-20,14.67,20,-20,1.63,20,-6.94,0.07,20,-0.3,7.74,Right
35,20,-20,17.21,20,-20,1.95,20,-8.33,0.09,20,-0.38,9.05,Right
36,20,-20,19.76,20,-20,2.28,20,-9.72,0.1,20,-0.45,10.36,Right
37,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.53,11.66,Right
38,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.61,12.97,Right
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.68,14.28,Right
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.76,15.59,Right
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.84,16.89,Right
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-0.91,18.2,Right
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-0.99,19.51,Right
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.07,20,Right
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.14,20,Right
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.22,20,Right
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.3,20,Right
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.37,20,Right
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.45,20,Right
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.53,20,Right
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.6,20,Right
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.68,20,Right
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.76,20,Right
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.83,20,Right
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.91,20,Right
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-1.99,20,Right
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.06,20,Right
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.14,20,Right
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.22,20,Right
0,20,-1.49,8.7,9.57,-5.61,0.33,18.65,-1.39,0.01,18.66,-0.08,1.31,Up
1,20,-5.38,11.24,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.15,2.61,Up
2,20,-9.27,13.79,20,-16.82,0.98,20,-4.17,0.04,20,-0.23,3.92,Up
3,20,-13.16,16.34,20,-20,1.3,20,-5.55,0.06,20,-0.31,5.23,Up
4,20,-17.05,18.89,20,-20,1.63,20,-6.94,0.07,20,-0.38,6.54,Up
5,20,-20,20,20,-20,1.95,20,-8.33,0.09,20,-0.46,7.84,Up
6,20,-20,20,20,-20,2.28,20,-9.72,0.1,20,-0.54,9.15,Up
7,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.61,10.46,Up
8,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.69,11.77,Up
9,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.77,13.07,Up
10,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.84,14.38,Up
11,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.92,15.69,Up
12,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-1,16.99,Up
13,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-1.07,18.3,Up
14,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.15,19.61,Up
15,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.23,20,Up
16,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.3,20,Up
17,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.38,20,Up
18,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.46,20,Up
19,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.53,20,Up
20,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.61,20,Up
21,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.69,20,Up
22,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.76,20,Up
23,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.84,20,Up
24,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.92,20,Up
25,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.99,20,Up
26,20,-20,20,20,-20,8.79,20,-20,0.39,20,-2.07,20,Up
27,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.15,20,Up
28,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.22,20,Up
29,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.3,20,Up
30,20,-7.77,9.39,9.57,-5.61,0.33,18.65,-1.39,0.01,18.66,-0.08,1.31,Up
31,20,-11.66,11.93,19.14,-11.21,0.65,20,-2.78,0.03,20,-0.15,2.61,Up
32,20,-15.54,14.48,20,-16.82,0.98,20,-4.17,0.04,20,-0.23,3.92,Up
33,20,-19.43,17.03,20,-20,1.3,20,-5.55,0.06,20,-0.31,5.23,Up
34,20,-20,19.58,20,-20,1.63,20,-6.94,0.07,20,-0.38,6.54,Up
35,20,-20,20,20,-20,1.95,20,-8.33,0.09,20,-0.46,7.84,Up
36,20,-20,20,20,-20,2.28,20,-9.72,0.1,20,-0.54,9.15,Up
37,20,-20,20,20,-20,2.6,20,-11.11,0.11,20,-0.61,10.46,Up
38,20,-20,20,20,-20,2.93,20,-12.5,0.13,20,-0.69,11.77,Up
39,20,-20,20,20,-20,3.26,20,-13.89,0.14,20,-0.77,13.07,Up
40,20,-20,20,20,-20,3.58,20,-15.28,0.16,20,-0.84,14.38,Up
41,20,-20,20,20,-20,3.91,20,-16.66,0.17,20,-0.92,15.69,Up
42,20,-20,20,20,-20,4.23,20,-18.05,0.19,20,-1,16.99,Up
43,20,-20,20,20,-20,4.56,20,-19.44,0.2,20,-1.07,18.3,Up
44,20,-20,20,20,-20,4.88,20,-20,0.22,20,-1.15,19.61,Up
45,20,-20,20,20,-20,5.21,20,-20,0.23,20,-1.23,20,Up
46,20,-20,20,20,-20,5.54,20,-20,0.24,20,-1.3,20,Up
47,20,-20,20,20,-20,5.86,20,-20,0.26,20,-1.38,20,Up
48,20,-20,20,20,-20,6.19,20,-20,0.27,20,-1.46,20,Up
49,20,-20,20,20,-20,6.51,20,-20,0.29,20,-1.53,20,Up
50,20,-20,20,20,-20,6.84,20,-20,0.3,20,-1.61,20,Up
51,20,-20,20,20,-20,7.16,20,-20,0.32,20,-1.69,20,Up
52,20,-20,20,20,-20,7.49,20,-20,0.33,20,-1.76,20,Up
53,20,-20,20,20,-20,7.81,20,-20,0.34,20,-1.84,20,Up
54,20,-20,20,20,-20,8.14,20,-20,0.36,20,-1.92,20,Up
55,20,-20,20,20,-20,8.47,20,-20,0.37,20,-1.99,20,Up
56,20,-20,20,20,-20,8.79,20,-20,0.39,20,-2.07,20,Up
57,20,-20,20,20,-20,9.12,20,-20,0.4,20,-2.15,20,Up
58,20,-20,20,20,-20,9.44,20,-20,0.42,20,-2.22,20,Up
59,20,-20,20,20,-20,9.77,20,-20,0.43,20,-2.3,20,Up
0,20,-20,20,20,-20,20,-1.77,-20,20,-17.28,-20,20,Backward
1,20,-20,20,20,-20,20,-1.81,-20,20,-17.7,-20,20,Backward
2,20,-20,20,20,-20,20,-1.85,-20,20,-18.12,-20,20,Backward
3,20,-20,20,20,-20,20,-1.9,-20,20,-18.54,-20,20,Backward
4,20,-20,20,20,-20,20,-1.94,-20,20,-18.96,-20,20,Backward
5,20,-20,20,20,-20,20,-1.98,-20,20,-19.38,-20,20,Backward
6,20,-20,20,20,-20,20,-2.03,-20,20,-19.81,-20,20,Backward
7,20,-20,20,20,-20,20,-2.07,-20,20,-20,-20,20,Backward
8,20,-20,20,20,-20,20,-2.11,-20,20,-20,-20,20,Backward
9,20,-20,20,20,-20,20,-2.15,-20,20,-20,-20,20,Backward
10,20,-20,20,20,-20,20,-2.2,-20,20,-20,-20,20,Backward
11,20,-20,20,20,-20,20,-2.24,-20,20,-20,-20,20,Backward
12,20,-20,20,20,-20,20,-2.28,-20,20,-20,-20,20,Backward
13,20,-20,20,20,-20,20,-2.33,-20,20,-20,-20,20,Backward
14,20,-20,20,20,-20,20,-2.37,-20,20,-20,-20,20,Backward
15,20,-20,20,20,-20,20,-2.41,-20,20,-20,-20,20,Backward
16,20,-20,20,20,-20,20,-2.46,-20,20,-20,-20,20,Backward
17,20,-20,20,20,-20,20,-2.5,-20,20,-20,-20,20,Backward
18,20,-20,20,20,-20,20,-2.54,-20,20,-20,-20,20,Backward
19,20,-20,20,20,-20,20,-2.59,-20,20,-20,-20,20,Backward
20,20,-20,20,20,-20,20,-2.63,-20,20,-20,-20,20,Backward
21,20,-20,20,20,-20,20,-2.67,-20,20,-20,-20,20,Backward
22,20,-20,20,20,-20,20,-2.72,-20,20,-20,-20,20,Backward
23,20,-20,20,20,-20,20,-2.76,-20,20,-20,-20,20,Backward
24,20,-20,20,20,-20,20,-2.8,-20,20,-20,-20,20,Backward
25,20,-20,20,20,-20,20,-2.84,-20,20,-20,-20,20,Backward
26,20,-20,20,20,-20,20,-2.89,-20,20,-20,-20,20,Backward
27,20,-20,20,20,-20,20,-2.93,-20,20,-20,-20,20,Backward
28,20,-20,20,20,-20,20,-2.97,-20,20,-20,-20,20,Backward
29,20,-20,20,20,-20,20,-3.02,-20,20,-20,-20,20,Backward
30,20,-20,20,20,-20,20,-3.06,-20,20,-20,-20,20,Backward
31,20,-20,20,20,-20,20,-3.1,-20,20,-20,-20,20,Backward
32,20,-20,20,20,-20,20,-3.15,-20,20,-20,-20,20,Backward
33,20,-20,20,20,-20,20,-3.19,-20,20,-20,-20,20,Backward
34,20,-20,20,20,-20,20,-3.23,-20,20,-20,-20,20,Backward
35,20,-20,20,20,-20,20,-3.28,-20,20,-20,-20,20,Backward
36,20,-20,20,20,-20,20,-3.32,-20,20,-20,-20,20,Backward
37,20,-20,20,20,-20,20,-3.36,-20,20,-20,-20,20,Backward
38,20,-20,20,20,-20,20,-3.4,-20,20,-20,-20,20,Backward
39,20,-20,20,20,-20,20,-3.45,-20,20,-20,-20,20,Backward
40,20,-20,20,20,-20,20,-3.49,-20,20,-20,-20,20,Backward
41,20,-20,20,20,-20,20,-3.53,-20,20,-20,-20,20,Backward
42,20,-20,20,20,-20,20,-3.58,-20,20,-20,-20,20,Backward
43,20,-20,20,20,-20,20,-3.62,-20,20,-20,-20,20,Backward
44,20,-20,20,20,-20,20,-3.66,-20,20,-20,-20,20,Backward
45,20,-20,20,20,-20,20,-3.71,-20,20,-20,-20,20,Backward
46,20,-20,20,20,-20,20,-3.75,-20,20,-20,-20,20,Backward
47,20,-20,20,20,-20,20,-3.79,-20,20,-20,-20,20,Backward
48,20,-20,20,20,-20,20,-3.84,-20,20,-20,-20,20,Backward
49,20,-20,20,20,-20,20,-3.88,-20,20,-20,-20,20,Backward
50,20,-20,20,20,-20,20,-3.92,-20,20,-20,-20,20,Backward
51,20,-20,20,20,-20,20,-3.96,-20,20,-20,-20,20,Backward
52,20,-20,20,20,-20,20,-4.01,-20,20,-20,-20,20,Backward
53,20,-20,20,20,-20,20,-4.05,-20,20,-20,-20,20,Backward
54,20,-20,20,20,-20,20,-4.09,-20,20,-20,-20,20,Backward
55,20,-20,20,20,-20,20,-4.14,-20,20,-20,-20,20,Backward
56,20,-20,20,20,-20,20,-4.18,-20,20,-20,-20,20,Backward
57,20,-20,20,20,-20,20,-4.22,-20,20,-20,-20,20,Backward
58,20,-20,20,20,-20,20,-4.27,-20,20,-20,-20,20,Backward
59,20,-20,20,20,-20,20,-4.31,-20,20,-20,-20,20,Backward
0,4.9,-9.78,7.87,2.14,-4.9,5.07,-0.04,-5.87,7.4,-0.42,-5.91,6.82,Down
1,7.36,-14.75,12.78,4.28,-9.81,10.13,-0.09,-11.73,14.81,-0.84,-11.82,13.64,Down
2,9.81,-19.73,17.68,6.42,-14.71,15.2,-0.13,-17.6,20,-1.26,-17.73,20,Down
3,12.26,-20,20,8.56,-19.61,20,-0.17,-20,20,-1.69,-20,20,Down
4,14.71,-20,20,10.7,-20,20,-0.22,-20,20,-2.11,-20,20,Down
5,17.16,-20,20,12.84,-20,20,-0.26,-20,20,-2.53,-20,20,Down
6,19.61,-20,20,14.98,-20,20,-0.3,-20,20,-2.95,-20,20,Down
7,20,-20,20,17.12,-20,20,-0.34,-20,20,-3.37,-20,20,Down
8,20,-20,20,19.26,-20,20,-0.39,-20,20,-3.79,-20,20,Down
9,20,-20,20,20,-20,20,-0.43,-20,20,-4.21,-20,20,Down
10,20,-20,20,20,-20,20,-0.47,-20,20,-4.64,-20,20,Down
11,20,-20,20,20,-20,20,-0.52,-20,20,-5.06,-20,20,Down
12,20,-20,20,20,-20,20,-0.56,-20,20,-5.48,-20,20,Down
13,20,-20,20,20,-20,20,-0.6,-20,20,-5.9,-20,20,Down
14,20,-20,20,20,-20,20,-0.65,-20,20,-6.32,-20,20,Down
15,20,-20,20,20,-20,20,-0.69,-20,20,-6.74,-20,20,Down
16,20,-20,20,20,-20,20,-0.73,-20,20,-7.16,-20,20,Down
17,20,-20,20,20,-20,20,-0.78,-20,20,-7.58,-20,20,Down
18,20,-20,20,20,-20,20,-0.82,-20,20,-8.01,-20,20,Down
19,20,-20,20,20,-20,20,-0.86,-20,20,-8.43,-20,20,Down
20,20,-20,20,20,-20,20,-0.91,-20,20,-8.85,-20,20,Down
21,20,-20,20,20,-20,20,-0.95,-20,20,-9.27,-20,20,Down
22,20,-20,20,20,-20,20,-0.99,-20,20,-9.69,-20,20,Down
23,20,-20,20,20,-20,20,-1.03,-20,20,-10.11,-20,20,Down
24,20,-20,20,20,-20,20,-1.08,-20,20,-10.53,-20,20,Down
25,20,-20,20,20,-20,20,-1.12,-20,20,-10.96,-20,20,Down
26,20,-20,20,20,-20,20,-1.16,-20,20,-11.38,-20,20,Down
27,20,-20,20,20,-20,20,-1.21,-20,20,-11.8,-20,20,Down
28,20,-20,20,20,-20,20,-1.25,-20,20,-12.22,-20,20,Down
29,20,-20,20,20,-20,20,-1.29,-20,20,-12.64,-20,20,Down
30,20,-20,20,20,-20,20,-1.34,-20,20,-13.06,-20,20,Down
31,20,-20,20,20,-20,20,-1.38,-20,20,-13.48,-20,20,Down
32,20,-20,20,20,-20,20,-1.42,-20,20,-13.91,-20,20,Down
33,20,-20,20,20,-20,20,-1.47,-20,20,-14.33,-20,20,Down
34,20,-20,20,20,-20,20,-1.51,-20,20,-14.75,-20,20,Down
35,20,-20,20,20,-20,20,-1.55,-20,20,-15.17,-20,20,Down
36,20,-20,20,20,-20,20,-1.59,-20,20,-15.59,-20,20,Down
37,20,-20,20,20,-20,20,-1.64,-20,20,-16.01,-20,20,Down
38,20,-20,20,20,-20,20,-1.68,-20,20,-16.43,-20,20,Down
39,20,-20,20,20,-20,20,-1.72,-20,20,-16.86,-20,20,Down
40,20,-20,20,20,-20,20,-1.77,-20,20,-17.28,-20,20,Down
